Base Part,Base Part Number,Base Style,Base Style Name,Category,Collection,Color,Date,Delivery Date,Delivery Month,Delivery Month ,Delivery Season,Delivery Season ,Family,Garment Type,Gender,Gender/Stature/Type,Global,Item Code,Macro Area,Master Style,Micro Area,Month,Product Category,Product Family,Product Gender,Product Sub-Family,Region,Region ,Reorder Type,Sales Area,Sales Area ,Style,Style Code,Style Code ,Style Description,Style Description ,Sub-Family,Year,Cost,Dnet,Margin $,Measure for Rank,MSRP,Order $ (U.S. Cost),Order $ (U.S. Dealer Net),Order $ (U.S. MSRP),Order $ (USD),Order Quantity,Style Count,Sum of Extra Quantity (Units),Sum of Quantity (Units)
97514-22VM,97514-22VM,MWS 1513977,MWS Random,Sportswear,Core,Blue,2021-09-23,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97514-22VM/057,APAC,97514-22,,9,Sportswear,Tops Woven,Women's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,97514-22VM,97514-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,28.27,84.2,950.81,437,168.4,480.59,1431.4,2862.8,1431.4,17,1,0,17
99496-22VM,99496-22VM,MWS 1562961,MWS Random,Sportswear,Core,Blue,2021-06-23,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99496-22VM/854,EMEA,99496-22,,6,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99496-22VM,99496-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,12.41,26.94,43.59,238,53.88,37.23,80.82,161.64,80.82,3,1,3,3
99457-22VM,99457-22VM,MWS 1414545,MWS Random,Sportswear,Core,Blue,2021-11-11,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99457-22VM/984,EMEA,99457-22,,11,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99457-22VM,99457-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,18.21,53.36,421.8,353,106.72,218.52,640.32,1280.64,640.32,12,1,0,12
95582-22VM,95582-22VM,MWS 1521254,MWS Random,Sportswear,Core,Blue,2021-02-01,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95582-22VM/244,EMEA,95582-22,,2,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95582-22VM,95582-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.76,79.65,581.79,451,159.3,294.36,876.15,1752.3,876.15,11,1,0,11
90847-22VM,90847-22VM,MWS 1154412,MWS Random,Sportswear,Seasonal,Grey,2021-12-04,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90847-22VM/309,North America,90847-22,,12,Sportswear,Tops Woven,Unisex,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90847-22VM,90847-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.38,59.47,66.18,431,118.94,52.76,118.94,237.88,118.94,2,1,0,2
94175-22VM,94175-22VM,MWS 1164855,MWS Random,Sportswear,Seasonal,Green,2021-09-29,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94175-22VM/078,APAC,94175-22,,9,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94175-22VM,94175-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,28.28,79.09,914.58,354,158.18,509.04,1423.62,2847.24,1423.62,18,1,3,18
91943-22VM,91943-22VM,MWS 1550772,MWS Random,Sportswear,Seasonal,Red,2021-01-05,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91943-22VM/562,APAC,91943-22,,1,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91943-22VM,91943-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,29.15,71.58,381.87,167,143.16,262.35,644.22,1288.44,644.22,9,1,4,9
93591-22VM,93591-22VM,MWS 1689911,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-07-06,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93591-22VM/055,EMEA,93591-22,,7,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93591-22VM,93591-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,12.26,32.34,40.16,319,64.68,24.52,64.68,129.36,64.68,2,1,2,2
95235-22VM,95235-22VM,MWS 1707804,MWS Random,Sportswear,Seasonal,Green,2021-02-21,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95235-22VM/425,EMEA,95235-22,,2,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95235-22VM,95235-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,24.82,54.61,446.85,312,109.22,372.3,819.15,1638.3,819.15,15,1,0,15
95394-22VM,95394-22VM,MWS 1636452,MWS Random,Sportswear,Seasonal,Red,2021-12-02,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95394-22VM/285,EMEA,95394-22,,12,Sportswear,Tops Woven,Men's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95394-22VM,95394-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,22.74,54.47,31.73,118,108.94,22.74,54.47,108.94,54.47,1,1,1,1
96853-22VM,96853-22VM,MWS 1689173,MWS Random,Sportswear,Core,Red,2021-12-13,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96853-22VM/663,APAC,96853-22,,12,Sportswear,Tops Woven,Unisex,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96853-22VM,96853-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,18.55,46.09,220.32,121,92.18,148.4,368.72,737.44,368.72,8,1,0,8
97514-22VM,97514-22VM,MWS 1553398,MWS Random,Sportswear,Seasonal,Black,2021-03-19,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97514-22VM/537,North America,97514-22,,3,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97514-22VM,97514-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,15.85,44.95,232.8,151,89.9,126.8,359.6,719.2,359.6,8,1,3,8
96723-22VM,96723-22VM,MWS 1006471,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-11-25,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96723-22VM/831,EMEA,96723-22,,11,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96723-22VM,96723-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,18.93,44.31,101.52,497,88.62,75.72,177.24,354.48,177.24,4,1,1,4
90578-22VM,90578-22VM,MWS 1900391,MWS Random,Sportswear,Core,Grey,2021-02-17,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,90578-22VM/314,EMEA,90578-22,,2,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90578-22VM,90578-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,20.11,42.82,363.36,162,85.64,321.76,685.12,1370.24,685.12,16,1,5,16
92165-22VM,92165-22VM,MWS 1261650,MWS Random,Sportswear,Seasonal,Blue,2021-05-08,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92165-22VM/587,APAC,92165-22,,5,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92165-22VM,92165-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.97,67.23,392.6,184,134.46,279.7,672.3,1344.6,672.3,10,1,1,10
90374-22VM,90374-22VM,MWS 1339237,MWS Random,Sportswear,Core,Blue,2021-08-24,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,90374-22VM/575,APAC,90374-22,,8,Sportswear,Tops Woven,Men's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90374-22VM,90374-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,29.84,83.08,372.68,485,166.16,208.88,581.56,1163.12,581.56,7,1,0,7
99436-22VM,99436-22VM,MWS 1286436,MWS Random,Sportswear,Core,Black,2021-01-28,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99436-22VM/721,North America,99436-22,,1,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99436-22VM,99436-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,28.46,72.64,706.88,393,145.28,455.36,1162.24,2324.48,1162.24,16,1,0,16
95656-22VM,95656-22VM,MWS 1834205,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-05-03,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95656-22VM/596,North America,95656-22,,5,Sportswear,Tops Woven,Unisex,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95656-22VM,95656-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,22.16,61.15,311.92,117,122.3,177.28,489.2,978.4,489.2,8,1,2,8
93000-22VM,93000-22VM,MWS 1157753,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-04-14,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93000-22VM/535,North America,93000-22,,4,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93000-22VM,93000-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,13.46,29.0,108.78,215,58.0,94.22,203.0,406.0,203.0,7,1,5,7
95175-22VM,95175-22VM,MWS 1403208,MWS Random,Sportswear,Core,Blue,2021-03-17,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95175-22VM/663,APAC,95175-22,,3,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95175-22VM,95175-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,16.23,46.4,543.06,347,92.8,292.14,835.2,1670.4,835.2,18,1,1,18
92343-22VM,92343-22VM,MWS 1398101,MWS Random,Sportswear,Seasonal,Black,2021-04-08,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92343-22VM/768,EMEA,92343-22,,4,Sportswear,Tops Woven,Men's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92343-22VM,92343-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,20.21,56.82,658.98,175,113.64,363.78,1022.76,2045.52,1022.76,18,1,3,18
92541-22VM,92541-22VM,MWS 1289162,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-07-10,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92541-22VM/438,APAC,92541-22,,7,Sportswear,Tops Woven,Men's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92541-22VM,92541-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,19.44,39.68,182.16,475,79.36,174.96,357.12,714.24,357.12,9,1,2,9
98359-22VM,98359-22VM,MWS 1264508,MWS Random,Sportswear,Core,Grey,2021-01-09,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,98359-22VM/130,APAC,98359-22,,1,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,98359-22VM,98359-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,14.92,33.34,18.42,326,66.68,14.92,33.34,66.68,33.34,1,1,1,1
94123-22VM,94123-22VM,MWS 1547206,MWS Random,Sportswear,Seasonal,Grey,2021-05-27,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94123-22VM/492,EMEA,94123-22,,5,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94123-22VM,94123-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,14.36,33.01,223.8,362,66.02,172.32,396.12,792.24,396.12,12,1,2,12
91429-22VM,91429-22VM,MWS 1461093,MWS Random,Sportswear,Seasonal,Blue,2021-06-25,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91429-22VM/371,EMEA,91429-22,,6,Sportswear,Tops Woven,Unisex,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91429-22VM,91429-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,19.82,57.97,724.85,386,115.94,376.58,1101.43,2202.86,1101.43,19,1,3,19
90887-22VM,90887-22VM,MWS 1834559,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-10-25,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90887-22VM/563,North America,90887-22,,10,Sportswear,Tops Woven,Unisex,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90887-22VM,90887-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,28.24,76.82,728.7,176,153.64,423.6,1152.3,2304.6,1152.3,15,1,2,15
92390-22VM,92390-22VM,MWS 1565035,MWS Random,Sportswear,Core,Black,2021-04-14,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92390-22VM/815,North America,92390-22,,4,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92390-22VM,92390-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,12.4,34.69,133.74,433,69.38,74.4,208.14,416.28,208.14,6,1,4,6
96469-22VM,96469-22VM,MWS 1998475,MWS Random,Sportswear,Core,Red,2021-08-11,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96469-22VM/149,EMEA,96469-22,,8,Sportswear,Tops Woven,Women's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96469-22VM,96469-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,22.17,53.47,438.2,238,106.94,310.38,748.58,1497.16,748.58,14,1,3,14
90687-22VM,90687-22VM,MWS 1580298,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-12-26,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90687-22VM/798,APAC,90687-22,,12,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90687-22VM,90687-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,10.37,21.95,46.32,303,43.9,41.48,87.8,175.6,87.8,4,1,1,4
92225-22VM,92225-22VM,MWS 1584406,MWS Random,Sportswear,Seasonal,Blue,2021-08-05,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92225-22VM/117,APAC,92225-22,,8,Sportswear,Tops Woven,Unisex,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92225-22VM,92225-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,16.45,41.34,124.45,269,82.68,82.25,206.7,413.4,206.7,5,1,3,5
91927-22VM,91927-22VM,MWS 1564611,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-04-19,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91927-22VM/385,EMEA,91927-22,,4,Sportswear,Tops Woven,Unisex,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91927-22VM,91927-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,25.51,67.62,589.54,213,135.24,357.14,946.68,1893.36,946.68,14,1,0,14
94364-22VM,94364-22VM,MWS 1630318,MWS Random,Sportswear,Core,Black,2021-07-28,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,94364-22VM/059,EMEA,94364-22,,7,Sportswear,Tops Woven,Unisex,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94364-22VM,94364-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,23.17,60.81,414.04,456,121.62,254.87,668.91,1337.82,668.91,11,1,3,11
99232-22VM,99232-22VM,MWS 1794590,MWS Random,Sportswear,Core,Green,2021-01-02,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,99232-22VM/518,EMEA,99232-22,,1,Sportswear,Tops Woven,Unisex,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99232-22VM,99232-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,24.88,60.42,248.78,302,120.84,174.16,422.94,845.88,422.94,7,1,3,7
93508-22VM,93508-22VM,MWS 1047686,MWS Random,Sportswear,Core,Green,2021-02-07,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93508-22VM/470,EMEA,93508-22,,2,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93508-22VM,93508-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,27.79,77.16,246.85,262,154.32,138.95,385.8,771.6,385.8,5,1,2,5
98320-22VM,98320-22VM,MWS 1258178,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-05-28,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,98320-22VM/995,EMEA,98320-22,,5,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,98320-22VM,98320-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,12.12,26.92,266.4,447,53.84,218.16,484.56,969.12,484.56,18,1,4,18
96420-22VM,96420-22VM,MWS 1108702,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-08-29,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,96420-22VM/138,EMEA,96420-22,,8,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96420-22VM,96420-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,17.61,41.58,71.91,495,83.16,52.83,124.74,249.48,124.74,3,1,5,3
96270-22VM,96270-22VM,MWS 1488824,MWS Random,Sportswear,Seasonal,Green,2021-07-07,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96270-22VM/483,North America,96270-22,,7,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96270-22VM,96270-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,27.29,59.28,447.86,140,118.56,382.06,829.92,1659.84,829.92,14,1,4,14
91133-22VM,91133-22VM,MWS 1245625,MWS Random,Sportswear,Seasonal,Blue,2021-04-17,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91133-22VM/887,EMEA,91133-22,,4,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91133-22VM,91133-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,29.12,77.64,436.68,444,155.28,262.08,698.76,1397.52,698.76,9,1,2,9
93198-22VM,93198-22VM,MWS 1819814,MWS Random,Sportswear,Seasonal,Blue,2021-10-09,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93198-22VM/004,APAC,93198-22,,10,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93198-22VM,93198-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,17.03,47.21,181.08,444,94.42,102.18,283.26,566.52,283.26,6,1,0,6
91666-22VM,91666-22VM,MWS 1235508,MWS Random,Sportswear,Seasonal,Green,2021-08-31,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91666-22VM/230,EMEA,91666-22,,8,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91666-22VM,91666-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,17.42,35.11,141.52,133,70.22,139.36,280.88,561.76,280.88,8,1,2,8
93040-22VM,93040-22VM,MWS 1934719,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-10-27,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93040-22VM/760,North America,93040-22,,10,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93040-22VM,93040-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,25.1,72.39,236.45,447,144.78,125.5,361.95,723.9,361.95,5,1,5,5
97600-22VM,97600-22VM,MWS 1534748,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-08-27,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,97600-22VM/829,EMEA,97600-22,,8,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97600-22VM,97600-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,27.65,60.22,195.42,236,120.44,165.9,361.32,722.64,361.32,6,1,3,6
99110-22VM,99110-22VM,MWS 1733573,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-01-07,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99110-22VM/863,North America,99110-22,,1,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99110-22VM,99110-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,19.87,56.45,475.54,280,112.9,258.31,733.85,1467.7,733.85,13,1,3,13
99452-22VM,99452-22VM,MWS 1110556,MWS Random,Sportswear,Seasonal,Green,2021-07-13,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99452-22VM/651,APAC,99452-22,,7,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99452-22VM,99452-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,25.06,73.38,821.44,377,146.76,426.02,1247.46,2494.92,1247.46,17,1,2,17
91156-22VM,91156-22VM,MWS 1120579,MWS Random,Sportswear,Seasonal,Green,2021-04-15,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91156-22VM/836,North America,91156-22,,4,Sportswear,Tops Woven,Unisex,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91156-22VM,91156-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,16.06,38.45,201.51,409,76.9,144.54,346.05,692.1,346.05,9,1,1,9
92220-22VM,92220-22VM,MWS 1672901,MWS Random,Sportswear,Core,Grey,2021-07-22,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92220-22VM/096,EMEA,92220-22,,7,Sportswear,Tops Woven,Unisex,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92220-22VM,92220-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.38,75.48,294.6,131,150.96,158.28,452.88,905.76,452.88,6,1,1,6
91094-22VM,91094-22VM,MWS 1278603,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-11-30,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91094-22VM/609,APAC,91094-22,,11,Sportswear,Tops Woven,Men's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91094-22VM,91094-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,25.94,66.42,566.72,294,132.84,363.16,929.88,1859.76,929.88,14,1,2,14
92416-22VM,92416-22VM,MWS 1935354,MWS Random,Sportswear,Seasonal,Green,2021-08-20,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92416-22VM/256,APAC,92416-22,,8,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92416-22VM,92416-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.73,70.58,642.75,136,141.16,415.95,1058.7,2117.4,1058.7,15,1,5,15
91173-22VM,91173-22VM,MWS 1369088,MWS Random,Sportswear,Core,Blue,2021-12-01,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91173-22VM/838,North America,91173-22,,12,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91173-22VM,91173-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,21.14,54.48,466.76,220,108.96,295.96,762.72,1525.44,762.72,14,1,4,14
95897-22VM,95897-22VM,MWS 1284988,MWS Random,Sportswear,Seasonal,Black,2021-01-31,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95897-22VM/614,APAC,95897-22,,1,Sportswear,Tops Woven,Unisex,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95897-22VM,95897-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,12.05,34.43,268.56,388,68.86,144.6,413.16,826.32,413.16,12,1,5,12
